"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @liquorose_lover: “You are not your past, You are not your family,You are not attached to anybody,You are you”👏🏿🥺🥺🥺🥺
#BBNaija",FALSE,0,NA,2021-08-04 21:21:57,FALSE,NA,"1423031476094967811",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","LebogangModiii",35,TRUE,FALSE,NA,NA
"I can watch maria drag pere to dust forever🤣,by the time the show ends he'll have low self-esteem🤣🤣 #BBNaija",FALSE,0,NA,2021-08-04 21:21:56,FALSE,NA,"1423031474572435456",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","biancaalex3",0,FALSE,FALSE,NA,NA
"RT @ManLikeIcey: The three power puff girls.

Nini, Saga and Arin.

#BBNaija https://t.co/6rvggCNIRR",FALSE,0,NA,2021-08-04 21:21:56,FALSE,NA,"1423031473980858368",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Shina_damilare",161,TRUE,FALSE,NA,NA
"RT @Priscy_Efya12: U see that nonsense of Angel shouldn’t be on the show , perish it now because she here to stay till last day. #BBNaija #…",FALSE,0,NA,2021-08-04 21:21:56,FALSE,NA,"1423031473469378564",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AkakabinsemRLP1",6,TRUE,FALSE,NA,NA
"Maria telling Pere to come eat whiles sharing the same spoon as practice for them kissing was cute AF 😩#BBNaijia #BBNaija",FALSE,0,NA,2021-08-04 21:21:56,FALSE,NA,"1423031471804145665",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JQ_bebe",0,FALSE,FALSE,NA,NA
"RT @MHforBadBitchhh: I remember when I was praying that Maria should not be discovered so she won't go home and someone said she should tha…",FALSE,0,NA,2021-08-04 21:21:54,FALSE,NA,"1423031465445560321",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","Mariasbaby2",3,TRUE,FALSE,NA,NA
"RT @EccentricShozy: Cross on my screen😍🤤 #BBNaija https://t.co/ZLCxp2zzU3",FALSE,0,NA,2021-08-04 21:21:54,FALSE,NA,"1423031464493469701",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Kaee84",1,TRUE,FALSE,NA,NA
"RT @AyotuSays: Pere saying Arin has Dad issues when Arin mentioned that her Dad recently died in March is the most horrible thing!

NIYI an…",FALSE,0,NA,2021-08-04 21:21:54,FALSE,NA,"1423031462761308160",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Bibby__o",32,TRUE,FALSE,NA,NA
"RT @chyamaqa: It's The Way She keeps yall Guessing and Trying to figure out if She likes Pere or Not 😂

Who's the CONTENT Again? #bbnaija",FALSE,0,NA,2021-08-04 21:21:53,FALSE,NA,"1423031459577749505",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","callmeLelo",7,TRUE,FALSE,NA,NA
"RT @Jacquelinefeee: I wonder why people keep saying that housemates are boring..i am very entertained..Whitemoney, Liquorose, Maria, Cross,…",FALSE,0,NA,2021-08-04 21:21:51,FALSE,NA,"1423031452300627980",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AkakabinsemRLP1",4,TRUE,FALSE,NA,NA
"If the show is boring for you. You have the full option to not watch. 

For some of us, last year was the worst sea… https://t.co/Lbfi40UIwB",FALSE,0,NA,2021-08-04 21:21:51,TRUE,NA,"1423031451562426369",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Gorthan_Sir",0,FALSE,FALSE,NA,NA
"RT @Atheteam_: Some of my friends suppose don enter  #BBNaija house o

But none of them fit speak English for 1 hour straight, not to talk…",FALSE,0,NA,2021-08-04 21:21:51,FALSE,NA,"1423031451264724999",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","preetybold",152,TRUE,FALSE,NA,NA
"RT @FavorGrace90: Maria is codedly inlove with Pere 😂😂 #BBNaija",FALSE,0,NA,2021-08-04 21:21:50,FALSE,NA,"1423031446395047956",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Gee28171638",4,TRUE,FALSE,NA,NA
"Cross please. Drawers ke? 😅🤣😅 #BBNaija",FALSE,0,NA,2021-08-04 21:21:49,FALSE,NA,"1423031443408760838",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BeeStings___",0,FALSE,FALSE,NA,NA
"https://t.co/ustmtvh2m8
Previous post
Angel arin wizkid davido #BBNaija olamide",FALSE,0,"Strawb_belief2",2021-08-04 21:21:48,FALSE,"1422869429294096386","1423031441248727051","1301797321865392131","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Strawb_belief2",0,FALSE,FALSE,NA,NA
"RT @liquorose_: Queen LIQUOROSE and her team mates made this Collage during their task today.

This a fantastic collage👏🏽👏🏽 
We await the f…",FALSE,0,NA,2021-08-04 21:21:48,FALSE,NA,"1423031440413888512",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","everest_simmy",42,TRUE,FALSE,NA,NA
"RT @TeamLiquoRose: Cross said wetin be that girl name wey get plenty earrings? White money said Arinde 😂😂😂😂😂

#BBNaija",FALSE,0,NA,2021-08-04 21:21:48,FALSE,NA,"1423031439717801984",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Officialray___",1,TRUE,FALSE,NA,NA
"RT @Wordspeare: Cross is a guy boys will love to chill with. Soft and funny vibes! #BBNaija",FALSE,0,NA,2021-08-04 21:21:48,FALSE,NA,"1423031438761512963",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Kaee84",1,TRUE,FALSE,NA,NA
