"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Majera__: #BBNaija

Peace : Am convinced, it's JayPaul and Liquorose

Pere: let me go and pee first https://t.co/rUQCYfYnwg",FALSE,0,NA,2021-07-29 22:06:13,FALSE,NA,"1420868290822426629",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SimeonUchechi",8,TRUE,FALSE,NA,NA
"Peace is distributing information about who she thinks the Wildcards are but we didn’t hear names because Kayode th… https://t.co/1nI3XIrkfm",FALSE,0,NA,2021-07-29 22:06:13,TRUE,NA,"1420868289497079809",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","I_Liveth",0,FALSE,FALSE,NA,NA
"RT @BOKAMOS15865880: Goodnight to my fav. I hope you sleep well and may God protect you always🥺🕯️🙏♥️🌹🌹🌹#BBNajia #BBNaija #liquorose https:/…",FALSE,0,NA,2021-07-29 22:06:12,FALSE,NA,"1420868286783361034",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AwaFierce",1,TRUE,FALSE,NA,NA
"RT @Mayolamoomy: #BBNaija

You think Liquorose is over hyped ?  Watch this ! https://t.co/oGlv0lK3Z9",FALSE,0,NA,2021-07-29 22:06:11,FALSE,NA,"1420868282375147520",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","trickstermaur",40,TRUE,FALSE,NA,NA
"Beatrice is a strong what?
Boma🤣🤣🤣🤣🤣
#BBNaija",FALSE,0,NA,2021-07-29 22:06:10,FALSE,NA,"1420868276528324617",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ExclusiveRuth",0,FALSE,FALSE,NA,NA
"RT @piecutesy1: See how Maria &amp; Pere identified each other. Na thief fit recognize thief #BBNaija",FALSE,0,NA,2021-07-29 22:06:10,FALSE,NA,"1420868276398211077",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Swift681",587,TRUE,FALSE,NA,NA
"That stunt Beatrice pulled during rehearsal is making them doubt her  😂😂😂#BBNaija",FALSE,0,NA,2021-07-29 22:06:10,FALSE,NA,"1420868275727183876",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MazeeEgho",0,FALSE,FALSE,NA,NA
"RT @troll_bbn: Maria and Pere are so good they are even lying to each other #bbnaija https://t.co/BDWufGZc4Z",FALSE,0,NA,2021-07-29 22:06:09,FALSE,NA,"1420868275504812033",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PurppleUnicorrn",66,TRUE,FALSE,NA,NA
"Ahh Maria is telling Bima that they’re all getting it wrong #BbNaija",FALSE,0,NA,2021-07-29 22:06:09,FALSE,NA,"1420868274946928644",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","serenagilbert_",0,FALSE,FALSE,NA,NA
"Beatrice is a sting contender 🌚

Boma flesh &amp; Blood didn’t reveal This to you oo #BBNaija",FALSE,0,NA,2021-07-29 22:06:09,FALSE,NA,"1420868272623325194",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Neeneeiii",0,FALSE,FALSE,NA,NA
