"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Eniola_Hlompho: 🦋🦋Marians we've been set free from our bondage 36 doesn't want our girl anymore 💃💃💃 #BBNaija https://t.co/q5dUGutOav",FALSE,0,NA,2021-08-10 23:56:18,FALSE,NA,"1425244649837453316",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","chy_deenmah",7,TRUE,FALSE,NA,NA
"RT @iamDo2dtun: Pere please leave this class captain work 🤣

We no Dey obey ordinary traffic light not talk of office wey the key don loss.…",FALSE,0,NA,2021-08-10 23:56:18,FALSE,NA,"1425244649422082048",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nita_nashe",45,TRUE,FALSE,NA,NA
"RT @nita_nashe: Today, some people are now saying that you don’t have the right to state how a person reacts to your action cause we are sa…",FALSE,0,NA,2021-08-10 23:56:18,FALSE,NA,"1425244648914755586",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ayobamidele01",3,TRUE,FALSE,NA,NA
"RT @Kimberl15375351: Rudeness is if Maria hadn't stood up to make that convo even though the other girl interrupted her convo with a sassy…",FALSE,0,NA,2021-08-10 23:56:18,FALSE,NA,"1425244648906412034",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Ekeminimanduita",1,TRUE,FALSE,NA,NA
"RT @Is_a_violet: What we’re seeing happen to Angel in the house is exactly what happens in real life.
Women hating &amp; fighting other women w…",FALSE,0,NA,2021-08-10 23:56:18,FALSE,NA,"1425244648667242497",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BeatBbn",9,TRUE,FALSE,NA,NA
"RT @MercifulNaya: Maria deserves an apology tho...cause she didn't do anything bad to be disrespected by Queen like that 🤦🏽‍♀️ #BBNaija",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244645852856322",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Paris_onye",2,TRUE,FALSE,NA,NA
"RT @thatkidkeke4: When you see tacha doing bants or fighting in BBN, does she cry after? 😂 That is the real indaboski
Not this queen forcin…",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244645496328193",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","EliteOfEcowas",11,TRUE,FALSE,NA,NA
"RT @abiisolar_: Cross is underrated!!! He deserve more fans and more screen time  #BBNaija",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244645039263751",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sadosenseii",6,TRUE,FALSE,NA,NA
"RT @LiquoroseMaria: “You are the Head of House,it doesn’t mean you my dad”💀💀-Maria to Pere

Marians you girl got coconut head😭#BBNaija http…",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244644921729026",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MelodyNobuhle",2,TRUE,FALSE,NA,NA
"RT @clamzeh: Angel that I thought was gonna be rude turned out to be the most amazing housemate ever in Biggie’s house . 

This is why u do…",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244643613085697",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","stecy_Adiiiii",4,TRUE,FALSE,NA,NA
"RT @TeamLiquoRose: These guys just vindicated Maria. 🙌🙌🙌🙌🙌

#Bbnaija",FALSE,0,NA,2021-08-10 23:56:17,FALSE,NA,"1425244642895859714",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Ppurplelover",3,TRUE,FALSE,NA,NA
"Of course Angel's name is in Sammie's mouth. Uwoah #BBNaija",FALSE,0,NA,2021-08-10 23:56:16,FALSE,NA,"1425244638609383430",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","mel_lisa01",0,FALSE,FALSE,NA,NA
"RT @ManLikeIcey: Don’t disrespect the office of the Head of House.

- Peresident Puhari.

#BBNaija",FALSE,0,NA,2021-08-10 23:56:16,FALSE,NA,"1425244638055747588",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KelzTbg",6,TRUE,FALSE,NA,NA
"RT @kuukuaV: I’m genuinely sooo worried about Angel...I mean she’s bn in bed all day😢....has she ever eating 😩😩😩😩😩#BBNaija https://t.co/rxX…",FALSE,0,NA,2021-08-10 23:56:16,FALSE,NA,"1425244637984395266",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NillahWaswa",8,TRUE,FALSE,NA,NA
