"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @anambraweirdo: Peace and Arin's wildcard is sleeping again 😂
Beatrice abeg keep up the good work  #bbnaija https://t.co/dmS9nqNtKx",FALSE,0,NA,2021-07-31 13:39:54,FALSE,NA,"1421465645275811845",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nita_nashe",2,TRUE,FALSE,NA,NA
"RT @_eccah: Nini is so smart, see all the ideas she is bringing #BBNaija",FALSE,0,NA,2021-07-31 13:39:53,FALSE,NA,"1421465641819717634",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","bashir_zaynab1",6,TRUE,FALSE,NA,NA
"Whitemoney is very clean both in heart and outside ..I love him and ready to stand for him oooo #BBNaija https://t.co/KV6pehSaCs",FALSE,0,NA,2021-07-31 13:39:52,FALSE,NA,"1421465637885468673",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NEVERADullMom14",0,FALSE,FALSE,NA,NA
"RT @jabwap_arnee: BTW, am I the only one that screams \"Bloody snake! Judas Iscariot\" every time Pere comes in screen 😂

Minus wildcard pala…",FALSE,0,NA,2021-07-31 13:39:49,FALSE,NA,"1421465626506301447",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","d_lilemmy",1,TRUE,FALSE,NA,NA
"RT @liquorose_: Good morning to the most amazing fanbase in the world, my RoseArmy🌹.

Thank you for the love and support yesterday, I won’t…",FALSE,0,NA,2021-07-31 13:39:49,FALSE,NA,"1421465624132431872",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","UpgradeLady",384,TRUE,FALSE,NA,NA
"When Liquorose was breaking her back, dancing and forming her GGB and growing her followers, Emmanuel was not there… https://t.co/Iv7l2rgdqM",FALSE,0,NA,2021-07-31 13:39:48,TRUE,NA,"1421465623624708097",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","yemileeee",0,FALSE,FALSE,NA,NA
"RT @Thando_EC: Guinness :Prince
Smirnoff : Tolani Baj
SUPACOMANDO: Erica Nlewedim 

Lockdown housemates are doing well #Bbnaija",FALSE,0,NA,2021-07-31 13:39:48,FALSE,NA,"1421465623499087872",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","pearl_yyyyyyy",36,TRUE,FALSE,NA,NA
"RT @themic__: Your hardwork
Your passion,
The efficacy of your persistence and confidence is worthy of emulation..
Keep Winning Queen Rose…",FALSE,0,NA,2021-07-31 13:39:46,FALSE,NA,"1421465614443548673",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","vuyo_ncwana",4,TRUE,FALSE,NA,NA
"RT @Cute_K4TohBad: Cross and his funny dance moves 🤣 
#BBNaija #BBNaijaShineYaEyes",FALSE,0,NA,2021-07-31 13:39:46,FALSE,NA,"1421465614208622592",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kwame_sarfo_",4,TRUE,FALSE,NA,NA
"WhiteMoney is a clown🤣🤣🤣🤣

#BBNaijaShineYaEyes #BBNaija",FALSE,0,NA,2021-07-31 13:39:46,FALSE,NA,"1421465613382438915",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","FaithS63428382",0,FALSE,FALSE,NA,NA
"RT @AkpraiseMedia: My ship! 😍 #BBNaija https://t.co/Q88z3umbk0",FALSE,0,NA,2021-07-31 13:39:44,FALSE,NA,"1421465605534797829",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","seyi_moneygram",81,TRUE,FALSE,NA,NA
"RT @bbn_enthusiast: Nini hugged Saga and I’m seeing Saga has lost focus people on this app and driving agenda 🤝 #BBNaija",FALSE,0,NA,2021-07-31 13:39:44,FALSE,NA,"1421465605417414656",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ComfortOI",5,TRUE,FALSE,NA,NA
